[encoder] [heavy liif] Init from ... save/carn-liif-pcsr-x4-phase0/iter_last.pth
model: #params=144.1K
iter 1000/500000, train: loss=0.0338, lr: 2.0000e-04, 13.4s 13.4s/1.9h
iter 290000/500000, train: loss=0.0262, lr: 7.5193e-05, 12.3s 1.2h/2.1h
iter 291000/500000, train: loss=0.0262, lr: 7.4586e-05, 12.4s 1.2h/2.1h
iter 292000/500000, train: loss=0.0263, lr: 7.3979e-05, 12.4s 1.2h/2.1h
iter 293000/500000, train: loss=0.0261, lr: 7.3373e-05, 12.3s 1.3h/2.1h
iter 294000/500000, train: loss=0.0263, lr: 7.2768e-05, 12.4s 1.3h/2.1h
iter 295000/500000, train: loss=0.0265, lr: 7.2165e-05, 12.2s 1.3h/2.1h
iter 296000/500000, train: loss=0.0262, lr: 7.1562e-05, 12.3s 1.3h/2.1h
iter 297000/500000, train: loss=0.0265, lr: 7.0961e-05, 12.5s 1.3h/2.1h
iter 298000/500000, train: loss=0.0265, lr: 7.0361e-05, 12.3s 1.3h/2.1h
iter 299000/500000, train: loss=0.0265, lr: 6.9762e-05, 14.2s 1.3h/2.1h
iter 300000/500000, train: loss=0.0265, lr: 6.9164e-05, 12.6s 1.3h/2.1h
DIV2K_valid_sub (x4) | psnr(rgb): 31.38 dB | flops (per patch): 0.34G
iter 301000/500000, train: loss=0.0261, lr: 6.8567e-05, 3.1m 1.3h/2.2h
iter 302000/500000, train: loss=0.0262, lr: 6.7972e-05, 12.8s 1.3h/2.2h
iter 303000/500000, train: loss=0.0264, lr: 6.7378e-05, 12.2s 1.3h/2.2h
iter 304000/500000, train: loss=0.0265, lr: 6.6785e-05, 12.4s 1.3h/2.2h
iter 305000/500000, train: loss=0.0265, lr: 6.6193e-05, 12.9s 1.3h/2.2h
iter 306000/500000, train: loss=0.0263, lr: 6.5603e-05, 12.3s 1.3h/2.2h
iter 307000/500000, train: loss=0.0262, lr: 6.5014e-05, 12.4s 1.3h/2.2h
iter 308000/500000, train: loss=0.0264, lr: 6.4427e-05, 12.9s 1.4h/2.2h
iter 309000/500000, train: loss=0.0263, lr: 6.3841e-05, 12.3s 1.4h/2.2h
iter 310000/500000, train: loss=0.0266, lr: 6.3256e-05, 12.6s 1.4h/2.2h
iter 311000/500000, train: loss=0.0263, lr: 6.2673e-05, 12.8s 1.4h/2.2h
iter 312000/500000, train: loss=0.0264, lr: 6.2091e-05, 12.4s 1.4h/2.2h
iter 313000/500000, train: loss=0.0264, lr: 6.1511e-05, 12.9s 1.4h/2.2h
iter 314000/500000, train: loss=0.0266, lr: 6.0932e-05, 12.3s 1.4h/2.2h
iter 315000/500000, train: loss=0.0263, lr: 6.0355e-05, 12.4s 1.4h/2.2h
iter 316000/500000, train: loss=0.0262, lr: 5.9780e-05, 12.8s 1.4h/2.2h
iter 317000/500000, train: loss=0.0262, lr: 5.9206e-05, 12.6s 1.4h/2.2h
iter 318000/500000, train: loss=0.0263, lr: 5.8633e-05, 12.3s 1.4h/2.2h
iter 319000/500000, train: loss=0.0265, lr: 5.8062e-05, 13.0s 1.4h/2.2h
iter 320000/500000, train: loss=0.0267, lr: 5.7493e-05, 12.3s 1.4h/2.2h
iter 321000/500000, train: loss=0.0266, lr: 5.6926e-05, 12.3s 1.4h/2.2h
iter 322000/500000, train: loss=0.0263, lr: 5.6360e-05, 12.7s 1.4h/2.2h
iter 323000/500000, train: loss=0.0264, lr: 5.5796e-05, 12.4s 1.4h/2.2h
iter 324000/500000, train: loss=0.0268, lr: 5.5234e-05, 12.3s 1.4h/2.2h
iter 325000/500000, train: loss=0.0263, lr: 5.4674e-05, 12.4s 1.4h/2.2h
iter 326000/500000, train: loss=0.0264, lr: 5.4115e-05, 12.6s 1.4h/2.2h
iter 327000/500000, train: loss=0.0262, lr: 5.3558e-05, 12.6s 1.4h/2.2h
iter 328000/500000, train: loss=0.0265, lr: 5.3003e-05, 12.3s 1.4h/2.2h
iter 329000/500000, train: loss=0.0263, lr: 5.2450e-05, 12.2s 1.4h/2.2h
iter 330000/500000, train: loss=0.0266, lr: 5.1899e-05, 12.4s 1.4h/2.2h
iter 331000/500000, train: loss=0.0261, lr: 5.1349e-05, 12.4s 1.4h/2.2h
iter 332000/500000, train: loss=0.0266, lr: 5.0802e-05, 12.3s 1.4h/2.2h
iter 333000/500000, train: loss=0.0264, lr: 5.0256e-05, 12.3s 1.4h/2.2h
iter 334000/500000, train: loss=0.0263, lr: 4.9713e-05, 12.5s 1.4h/2.2h
iter 335000/500000, train: loss=0.0264, lr: 4.9171e-05, 12.1s 1.4h/2.2h
iter 336000/500000, train: loss=0.0268, lr: 4.8632e-05, 12.3s 1.4h/2.2h
iter 337000/500000, train: loss=0.0266, lr: 4.8094e-05, 12.5s 1.5h/2.2h
iter 338000/500000, train: loss=0.0263, lr: 4.7559e-05, 12.3s 1.5h/2.2h
iter 339000/500000, train: loss=0.0265, lr: 4.7025e-05, 12.4s 1.5h/2.2h
iter 340000/500000, train: loss=0.0265, lr: 4.6494e-05, 12.6s 1.5h/2.2h
iter 341000/500000, train: loss=0.0263, lr: 4.5965e-05, 12.5s 1.5h/2.1h
iter 342000/500000, train: loss=0.0266, lr: 4.5438e-05, 12.5s 1.5h/2.1h
iter 343000/500000, train: loss=0.0264, lr: 4.4913e-05, 12.6s 1.5h/2.1h
iter 344000/500000, train: loss=0.0263, lr: 4.4390e-05, 12.5s 1.5h/2.1h
iter 345000/500000, train: loss=0.0267, lr: 4.3870e-05, 12.5s 1.5h/2.1h
iter 346000/500000, train: loss=0.0262, lr: 4.3351e-05, 12.3s 1.5h/2.1h
iter 347000/500000, train: loss=0.0267, lr: 4.2835e-05, 12.4s 1.5h/2.1h
iter 348000/500000, train: loss=0.0265, lr: 4.2322e-05, 12.4s 1.5h/2.1h
iter 349000/500000, train: loss=0.0263, lr: 4.1810e-05, 12.4s 1.5h/2.1h
iter 350000/500000, train: loss=0.0265, lr: 4.1301e-05, 12.6s 1.5h/2.1h
DIV2K_valid_sub (x4) | psnr(rgb): 31.38 dB | flops (per patch): 0.34G
iter 351000/500000, train: loss=0.0267, lr: 4.0794e-05, 3.0m 1.5h/2.2h
iter 352000/500000, train: loss=0.0263, lr: 4.0289e-05, 12.3s 1.6h/2.2h
iter 353000/500000, train: loss=0.0263, lr: 3.9787e-05, 12.3s 1.6h/2.2h
iter 354000/500000, train: loss=0.0261, lr: 3.9287e-05, 12.2s 1.6h/2.2h
iter 355000/500000, train: loss=0.0265, lr: 3.8790e-05, 12.4s 1.6h/2.2h
iter 356000/500000, train: loss=0.0262, lr: 3.8295e-05, 12.3s 1.6h/2.2h
iter 357000/500000, train: loss=0.0266, lr: 3.7802e-05, 12.3s 1.6h/2.2h
iter 358000/500000, train: loss=0.0265, lr: 3.7312e-05, 12.5s 1.6h/2.2h
iter 359000/500000, train: loss=0.0264, lr: 3.6825e-05, 12.4s 1.6h/2.2h
iter 360000/500000, train: loss=0.0265, lr: 3.6339e-05, 12.3s 1.6h/2.2h
iter 361000/500000, train: loss=0.0265, lr: 3.5857e-05, 12.5s 1.6h/2.2h
iter 362000/500000, train: loss=0.0265, lr: 3.5377e-05, 12.3s 1.6h/2.2h
iter 363000/500000, train: loss=0.0263, lr: 3.4899e-05, 12.4s 1.6h/2.2h
iter 364000/500000, train: loss=0.0262, lr: 3.4424e-05, 12.5s 1.6h/2.2h
iter 365000/500000, train: loss=0.0262, lr: 3.3952e-05, 12.4s 1.6h/2.2h
iter 366000/500000, train: loss=0.0265, lr: 3.3482e-05, 12.4s 1.6h/2.2h
iter 367000/500000, train: loss=0.0268, lr: 3.3015e-05, 12.5s 1.6h/2.2h
iter 368000/500000, train: loss=0.0265, lr: 3.2550e-05, 12.6s 1.6h/2.2h
iter 369000/500000, train: loss=0.0264, lr: 3.2089e-05, 12.3s 1.6h/2.2h
iter 370000/500000, train: loss=0.0264, lr: 3.1630e-05, 12.4s 1.6h/2.2h
iter 371000/500000, train: loss=0.0262, lr: 3.1173e-05, 12.2s 1.6h/2.2h
iter 372000/500000, train: loss=0.0266, lr: 3.0719e-05, 12.5s 1.6h/2.2h
iter 373000/500000, train: loss=0.0262, lr: 3.0268e-05, 12.5s 1.6h/2.2h
iter 374000/500000, train: loss=0.0263, lr: 2.9820e-05, 12.3s 1.6h/2.2h
iter 375000/500000, train: loss=0.0264, lr: 2.9375e-05, 12.5s 1.6h/2.2h
iter 376000/500000, train: loss=0.0265, lr: 2.8932e-05, 12.7s 1.6h/2.2h
iter 377000/500000, train: loss=0.0264, lr: 2.8492e-05, 12.5s 1.6h/2.2h
iter 378000/500000, train: loss=0.0262, lr: 2.8055e-05, 12.1s 1.6h/2.2h
iter 379000/500000, train: loss=0.0267, lr: 2.7621e-05, 12.5s 1.6h/2.2h
iter 380000/500000, train: loss=0.0265, lr: 2.7190e-05, 12.3s 1.6h/2.2h
iter 381000/500000, train: loss=0.0264, lr: 2.6761e-05, 12.4s 1.7h/2.2h
iter 382000/500000, train: loss=0.0267, lr: 2.6336e-05, 12.4s 1.7h/2.2h
iter 383000/500000, train: loss=0.0264, lr: 2.5913e-05, 12.5s 1.7h/2.2h
iter 384000/500000, train: loss=0.0267, lr: 2.5493e-05, 12.5s 1.7h/2.2h
iter 385000/500000, train: loss=0.0264, lr: 2.5076e-05, 12.4s 1.7h/2.2h
iter 386000/500000, train: loss=0.0262, lr: 2.4663e-05, 12.3s 1.7h/2.2h
iter 387000/500000, train: loss=0.0263, lr: 2.4252e-05, 12.4s 1.7h/2.2h
iter 388000/500000, train: loss=0.0265, lr: 2.3844e-05, 12.5s 1.7h/2.2h
iter 389000/500000, train: loss=0.0264, lr: 2.3439e-05, 12.3s 1.7h/2.2h
iter 390000/500000, train: loss=0.0264, lr: 2.3037e-05, 12.3s 1.7h/2.2h
iter 391000/500000, train: loss=0.0266, lr: 2.2638e-05, 12.5s 1.7h/2.2h
iter 392000/500000, train: loss=0.0263, lr: 2.2243e-05, 12.4s 1.7h/2.2h
iter 393000/500000, train: loss=0.0262, lr: 2.1850e-05, 12.3s 1.7h/2.2h
iter 394000/500000, train: loss=0.0263, lr: 2.1460e-05, 12.4s 1.7h/2.2h
iter 395000/500000, train: loss=0.0260, lr: 2.1074e-05, 12.4s 1.7h/2.2h
iter 396000/500000, train: loss=0.0266, lr: 2.0691e-05, 12.6s 1.7h/2.2h
iter 397000/500000, train: loss=0.0266, lr: 2.0310e-05, 12.6s 1.7h/2.1h
iter 398000/500000, train: loss=0.0266, lr: 1.9933e-05, 12.5s 1.7h/2.1h
iter 399000/500000, train: loss=0.0265, lr: 1.9559e-05, 13.8s 1.7h/2.1h
iter 400000/500000, train: loss=0.0263, lr: 1.9189e-05, 12.7s 1.7h/2.1h
DIV2K_valid_sub (x4) | psnr(rgb): 31.38 dB | flops (per patch): 0.34G
iter 401000/500000, train: loss=0.0265, lr: 1.8821e-05, 3.0m 1.8h/2.2h
iter 402000/500000, train: loss=0.0267, lr: 1.8457e-05, 13.0s 1.8h/2.2h
iter 403000/500000, train: loss=0.0264, lr: 1.8096e-05, 12.2s 1.8h/2.2h
iter 404000/500000, train: loss=0.0263, lr: 1.7738e-05, 12.3s 1.8h/2.2h
iter 405000/500000, train: loss=0.0266, lr: 1.7383e-05, 12.9s 1.8h/2.2h
iter 406000/500000, train: loss=0.0264, lr: 1.7032e-05, 12.4s 1.8h/2.2h
iter 407000/500000, train: loss=0.0266, lr: 1.6684e-05, 12.4s 1.8h/2.2h
iter 408000/500000, train: loss=0.0263, lr: 1.6339e-05, 12.7s 1.8h/2.2h
iter 409000/500000, train: loss=0.0263, lr: 1.5998e-05, 12.3s 1.8h/2.2h
iter 410000/500000, train: loss=0.0263, lr: 1.5659e-05, 12.9s 1.8h/2.2h
iter 411000/500000, train: loss=0.0263, lr: 1.5325e-05, 12.1s 1.8h/2.2h
iter 412000/500000, train: loss=0.0263, lr: 1.4993e-05, 12.3s 1.8h/2.2h
iter 413000/500000, train: loss=0.0266, lr: 1.4665e-05, 12.7s 1.8h/2.2h
iter 414000/500000, train: loss=0.0267, lr: 1.4340e-05, 12.4s 1.8h/2.2h
iter 415000/500000, train: loss=0.0268, lr: 1.4019e-05, 12.4s 1.8h/2.2h
iter 416000/500000, train: loss=0.0263, lr: 1.3701e-05, 13.0s 1.8h/2.2h
iter 417000/500000, train: loss=0.0262, lr: 1.3386e-05, 12.4s 1.8h/2.2h
iter 418000/500000, train: loss=0.0264, lr: 1.3075e-05, 12.4s 1.8h/2.2h
iter 419000/500000, train: loss=0.0266, lr: 1.2767e-05, 12.5s 1.8h/2.2h
iter 420000/500000, train: loss=0.0262, lr: 1.2463e-05, 12.5s 1.8h/2.2h
iter 421000/500000, train: loss=0.0265, lr: 1.2162e-05, 12.4s 1.8h/2.2h
iter 422000/500000, train: loss=0.0265, lr: 1.1865e-05, 12.5s 1.8h/2.2h
iter 423000/500000, train: loss=0.0264, lr: 1.1571e-05, 12.2s 1.8h/2.2h
iter 424000/500000, train: loss=0.0263, lr: 1.1281e-05, 12.3s 1.8h/2.2h
iter 425000/500000, train: loss=0.0263, lr: 1.0994e-05, 12.4s 1.9h/2.2h
iter 426000/500000, train: loss=0.0264, lr: 1.0711e-05, 12.5s 1.9h/2.2h
iter 427000/500000, train: loss=0.0263, lr: 1.0431e-05, 12.4s 1.9h/2.2h
iter 428000/500000, train: loss=0.0264, lr: 1.0154e-05, 12.4s 1.9h/2.2h
iter 429000/500000, train: loss=0.0263, lr: 9.8817e-06, 12.4s 1.9h/2.2h
iter 430000/500000, train: loss=0.0265, lr: 9.6125e-06, 12.5s 1.9h/2.2h
iter 431000/500000, train: loss=0.0266, lr: 9.3469e-06, 12.3s 1.9h/2.2h
iter 432000/500000, train: loss=0.0267, lr: 9.0849e-06, 12.6s 1.9h/2.2h
iter 433000/500000, train: loss=0.0263, lr: 8.8265e-06, 12.5s 1.9h/2.2h
iter 434000/500000, train: loss=0.0264, lr: 8.5716e-06, 12.5s 1.9h/2.2h
iter 435000/500000, train: loss=0.0265, lr: 8.3204e-06, 12.5s 1.9h/2.2h
iter 436000/500000, train: loss=0.0263, lr: 8.0728e-06, 12.5s 1.9h/2.2h
iter 437000/500000, train: loss=0.0263, lr: 7.8289e-06, 12.5s 1.9h/2.2h
iter 438000/500000, train: loss=0.0263, lr: 7.5885e-06, 12.2s 1.9h/2.2h
iter 439000/500000, train: loss=0.0265, lr: 7.3519e-06, 12.5s 1.9h/2.2h
iter 440000/500000, train: loss=0.0259, lr: 7.1188e-06, 12.4s 1.9h/2.2h
iter 441000/500000, train: loss=0.0264, lr: 6.8895e-06, 12.4s 1.9h/2.2h
iter 442000/500000, train: loss=0.0265, lr: 6.6638e-06, 12.5s 1.9h/2.2h
iter 443000/500000, train: loss=0.0264, lr: 6.4418e-06, 12.3s 1.9h/2.2h
iter 444000/500000, train: loss=0.0265, lr: 6.2236e-06, 12.3s 1.9h/2.2h
iter 445000/500000, train: loss=0.0267, lr: 6.0090e-06, 12.4s 1.9h/2.2h
iter 446000/500000, train: loss=0.0265, lr: 5.7981e-06, 12.4s 1.9h/2.2h
iter 447000/500000, train: loss=0.0264, lr: 5.5909e-06, 12.4s 1.9h/2.2h
iter 448000/500000, train: loss=0.0267, lr: 5.3875e-06, 12.5s 1.9h/2.2h
iter 449000/500000, train: loss=0.0266, lr: 5.1878e-06, 12.5s 1.9h/2.2h
iter 450000/500000, train: loss=0.0263, lr: 4.9919e-06, 12.2s 1.9h/2.2h
DIV2K_valid_sub (x4) | psnr(rgb): 31.39 dB | flops (per patch): 0.34G
iter 451000/500000, train: loss=0.0264, lr: 4.7997e-06, 3.0m 2.0h/2.2h
iter 452000/500000, train: loss=0.0264, lr: 4.6113e-06, 12.3s 2.0h/2.2h
iter 453000/500000, train: loss=0.0264, lr: 4.4266e-06, 12.4s 2.0h/2.2h
iter 454000/500000, train: loss=0.0265, lr: 4.2457e-06, 12.3s 2.0h/2.2h
iter 455000/500000, train: loss=0.0265, lr: 4.0686e-06, 12.4s 2.0h/2.2h
iter 456000/500000, train: loss=0.0261, lr: 3.8953e-06, 12.4s 2.0h/2.2h
iter 457000/500000, train: loss=0.0263, lr: 3.7258e-06, 12.1s 2.0h/2.2h
iter 458000/500000, train: loss=0.0261, lr: 3.5601e-06, 12.6s 2.0h/2.2h
iter 459000/500000, train: loss=0.0263, lr: 3.3982e-06, 12.5s 2.0h/2.2h
iter 460000/500000, train: loss=0.0265, lr: 3.2401e-06, 12.2s 2.0h/2.2h
iter 461000/500000, train: loss=0.0265, lr: 3.0858e-06, 12.3s 2.0h/2.2h
iter 462000/500000, train: loss=0.0264, lr: 2.9354e-06, 12.3s 2.0h/2.2h
iter 463000/500000, train: loss=0.0266, lr: 2.7888e-06, 12.2s 2.0h/2.2h
iter 464000/500000, train: loss=0.0265, lr: 2.6460e-06, 12.5s 2.0h/2.2h
iter 465000/500000, train: loss=0.0262, lr: 2.5071e-06, 12.4s 2.0h/2.2h
iter 466000/500000, train: loss=0.0263, lr: 2.3721e-06, 12.3s 2.0h/2.2h
iter 467000/500000, train: loss=0.0266, lr: 2.2408e-06, 12.4s 2.0h/2.2h
iter 468000/500000, train: loss=0.0264, lr: 2.1135e-06, 12.5s 2.0h/2.2h
iter 469000/500000, train: loss=0.0267, lr: 1.9900e-06, 12.4s 2.0h/2.2h
iter 470000/500000, train: loss=0.0262, lr: 1.8704e-06, 12.5s 2.1h/2.2h
iter 471000/500000, train: loss=0.0261, lr: 1.7547e-06, 12.4s 2.1h/2.2h
iter 472000/500000, train: loss=0.0265, lr: 1.6428e-06, 12.3s 2.1h/2.2h
iter 473000/500000, train: loss=0.0266, lr: 1.5348e-06, 12.4s 2.1h/2.2h
iter 474000/500000, train: loss=0.0264, lr: 1.4307e-06, 12.2s 2.1h/2.2h
iter 475000/500000, train: loss=0.0264, lr: 1.3306e-06, 12.3s 2.1h/2.2h
iter 476000/500000, train: loss=0.0265, lr: 1.2343e-06, 12.2s 2.1h/2.2h
iter 477000/500000, train: loss=0.0261, lr: 1.1419e-06, 12.3s 2.1h/2.2h
iter 478000/500000, train: loss=0.0266, lr: 1.0534e-06, 12.2s 2.1h/2.2h
iter 479000/500000, train: loss=0.0263, lr: 9.6880e-07, 12.5s 2.1h/2.2h
iter 480000/500000, train: loss=0.0262, lr: 8.8814e-07, 12.5s 2.1h/2.2h
iter 481000/500000, train: loss=0.0264, lr: 8.1138e-07, 12.5s 2.1h/2.2h
iter 482000/500000, train: loss=0.0265, lr: 7.3855e-07, 12.5s 2.1h/2.2h
iter 483000/500000, train: loss=0.0267, lr: 6.6964e-07, 12.4s 2.1h/2.2h
iter 484000/500000, train: loss=0.0264, lr: 6.0465e-07, 12.3s 2.1h/2.2h
iter 485000/500000, train: loss=0.0264, lr: 5.4358e-07, 12.6s 2.1h/2.2h
iter 486000/500000, train: loss=0.0267, lr: 4.8645e-07, 12.4s 2.1h/2.2h
iter 487000/500000, train: loss=0.0265, lr: 4.3324e-07, 12.3s 2.1h/2.2h
iter 488000/500000, train: loss=0.0265, lr: 3.8397e-07, 12.6s 2.1h/2.2h
iter 489000/500000, train: loss=0.0267, lr: 3.3863e-07, 12.3s 2.1h/2.2h
iter 490000/500000, train: loss=0.0263, lr: 2.9723e-07, 12.3s 2.1h/2.2h
iter 491000/500000, train: loss=0.0264, lr: 2.5977e-07, 12.3s 2.1h/2.2h
iter 492000/500000, train: loss=0.0265, lr: 2.2624e-07, 12.5s 2.1h/2.2h
iter 493000/500000, train: loss=0.0266, lr: 1.9666e-07, 12.3s 2.1h/2.2h
iter 494000/500000, train: loss=0.0264, lr: 1.7102e-07, 12.6s 2.1h/2.2h
iter 495000/500000, train: loss=0.0262, lr: 1.4932e-07, 12.4s 2.1h/2.2h
iter 496000/500000, train: loss=0.0263, lr: 1.3157e-07, 12.3s 2.1h/2.2h
iter 497000/500000, train: loss=0.0262, lr: 1.1776e-07, 12.4s 2.1h/2.2h
iter 498000/500000, train: loss=0.0262, lr: 1.0789e-07, 12.3s 2.1h/2.2h
iter 499000/500000, train: loss=0.0266, lr: 1.0197e-07, 13.6s 2.2h/2.2h
iter 500000/500000, train: loss=0.0267, lr: 1.0000e-07, 12.6s 2.2h/2.2h
DIV2K_valid_sub (x4) | psnr(rgb): 31.39 dB | flops (per patch): 0.34G
--- End training ---
