Loading new model ...
[encoder] [light liif] [heavy liif] Init from ... save/carn-liif-pcsr-x4-phase1/iter_last.pth
model: #params=144.2K
Model_ref resumed from ... save/carn-liif-pcsr-x4-phase1/iter_last.pth
model_ref: #params=144.1K
iter 400/200000, train: loss=25.3661, lr: 2.0000e-04, 26.4s 26.4s/3.7h
iter 111600/200000, train: loss=24.8571, lr: 8.1938e-05, 25.9s 2.6h/4.6h
iter 112000/200000, train: loss=25.1014, lr: 8.1321e-05, 25.9s 2.6h/4.6h
iter 112400/200000, train: loss=25.0860, lr: 8.0705e-05, 26.1s 2.6h/4.6h
iter 112800/200000, train: loss=25.0950, lr: 8.0089e-05, 26.0s 2.6h/4.6h
iter 113200/200000, train: loss=24.9041, lr: 7.9474e-05, 26.1s 2.6h/4.6h
iter 113600/200000, train: loss=24.6350, lr: 7.8860e-05, 26.1s 2.6h/4.6h
iter 114000/200000, train: loss=25.0572, lr: 7.8247e-05, 26.1s 2.6h/4.6h
iter 114400/200000, train: loss=24.8323, lr: 7.7634e-05, 26.0s 2.6h/4.6h
iter 114800/200000, train: loss=24.8779, lr: 7.7023e-05, 26.0s 2.6h/4.6h
iter 115200/200000, train: loss=24.8784, lr: 7.6412e-05, 26.1s 2.6h/4.6h
iter 115600/200000, train: loss=24.9396, lr: 7.5802e-05, 26.0s 2.6h/4.6h
iter 116000/200000, train: loss=25.0938, lr: 7.5193e-05, 26.0s 2.7h/4.6h
iter 116400/200000, train: loss=25.1516, lr: 7.4586e-05, 26.1s 2.7h/4.6h
iter 116800/200000, train: loss=24.8650, lr: 7.3979e-05, 26.0s 2.7h/4.6h
iter 117200/200000, train: loss=24.8461, lr: 7.3373e-05, 26.0s 2.7h/4.6h
iter 117600/200000, train: loss=25.1313, lr: 7.2768e-05, 26.2s 2.7h/4.6h
iter 118000/200000, train: loss=25.0928, lr: 7.2165e-05, 26.0s 2.7h/4.6h
iter 118400/200000, train: loss=25.3032, lr: 7.1562e-05, 26.0s 2.7h/4.6h
iter 118800/200000, train: loss=25.6198, lr: 7.0961e-05, 26.3s 2.7h/4.6h
iter 119200/200000, train: loss=24.7714, lr: 7.0361e-05, 25.9s 2.7h/4.6h
iter 119600/200000, train: loss=25.1048, lr: 6.9762e-05, 26.0s 2.7h/4.5h
iter 120000/200000, train: loss=25.1866, lr: 6.9164e-05, 26.0s 2.7h/4.5h
DIV2K_valid_sub (x4) | psnr(rgb): 31.89 dB | flops (per patch): 1.16G | easy ratio (per patch): 0.0 %
DIV2K_valid_sub (x4) | psnr(rgb): 31.86 dB | flops (per patch): 0.82G | easy ratio (per patch): 41.7 %
iter 120400/200000, train: loss=25.3623, lr: 6.8567e-05, 7.2m 2.8h/4.7h
iter 120800/200000, train: loss=25.1917, lr: 6.7972e-05, 25.7s 2.9h/4.7h
iter 121200/200000, train: loss=25.0361, lr: 6.7378e-05, 26.1s 2.9h/4.7h
iter 121600/200000, train: loss=25.0764, lr: 6.6785e-05, 26.3s 2.9h/4.7h
iter 122000/200000, train: loss=25.3883, lr: 6.6193e-05, 26.0s 2.9h/4.7h
iter 122400/200000, train: loss=25.1800, lr: 6.5603e-05, 26.3s 2.9h/4.7h
iter 122800/200000, train: loss=25.1197, lr: 6.5014e-05, 26.1s 2.9h/4.7h
iter 123200/200000, train: loss=24.8473, lr: 6.4427e-05, 26.1s 2.9h/4.7h
iter 123600/200000, train: loss=24.9469, lr: 6.3841e-05, 26.2s 2.9h/4.7h
iter 124000/200000, train: loss=24.5653, lr: 6.3256e-05, 26.0s 2.9h/4.7h
iter 124400/200000, train: loss=24.8573, lr: 6.2673e-05, 26.2s 2.9h/4.7h
iter 124800/200000, train: loss=24.9020, lr: 6.2091e-05, 26.1s 2.9h/4.7h
iter 125200/200000, train: loss=25.0900, lr: 6.1511e-05, 26.0s 2.9h/4.7h
iter 125600/200000, train: loss=25.0246, lr: 6.0932e-05, 26.0s 2.9h/4.7h
iter 126000/200000, train: loss=24.5132, lr: 6.0355e-05, 26.0s 2.9h/4.7h
iter 126400/200000, train: loss=25.0407, lr: 5.9780e-05, 26.1s 3.0h/4.7h
iter 126800/200000, train: loss=24.9547, lr: 5.9206e-05, 26.0s 3.0h/4.7h
iter 127200/200000, train: loss=25.1644, lr: 5.8633e-05, 26.0s 3.0h/4.7h
iter 127600/200000, train: loss=24.9087, lr: 5.8062e-05, 26.1s 3.0h/4.7h
iter 128000/200000, train: loss=25.0639, lr: 5.7493e-05, 26.1s 3.0h/4.7h
iter 128400/200000, train: loss=25.1128, lr: 5.6926e-05, 26.1s 3.0h/4.7h
iter 128800/200000, train: loss=24.8255, lr: 5.6360e-05, 26.1s 3.0h/4.7h
iter 129200/200000, train: loss=24.9993, lr: 5.5796e-05, 26.2s 3.0h/4.7h
iter 129600/200000, train: loss=25.4150, lr: 5.5234e-05, 25.7s 3.0h/4.7h
iter 130000/200000, train: loss=24.8938, lr: 5.4674e-05, 25.7s 3.0h/4.6h
iter 130400/200000, train: loss=25.3861, lr: 5.4115e-05, 26.0s 3.0h/4.6h
iter 130800/200000, train: loss=25.4098, lr: 5.3558e-05, 26.1s 3.0h/4.6h
iter 131200/200000, train: loss=25.7385, lr: 5.3003e-05, 26.1s 3.0h/4.6h
iter 131600/200000, train: loss=24.9606, lr: 5.2450e-05, 26.0s 3.0h/4.6h
iter 132000/200000, train: loss=24.9537, lr: 5.1899e-05, 26.0s 3.1h/4.6h
iter 132400/200000, train: loss=24.9785, lr: 5.1349e-05, 26.1s 3.1h/4.6h
iter 132800/200000, train: loss=25.1274, lr: 5.0802e-05, 26.0s 3.1h/4.6h
iter 133200/200000, train: loss=25.2372, lr: 5.0256e-05, 25.9s 3.1h/4.6h
iter 133600/200000, train: loss=25.0420, lr: 4.9713e-05, 26.0s 3.1h/4.6h
iter 134000/200000, train: loss=25.0500, lr: 4.9171e-05, 25.9s 3.1h/4.6h
iter 134400/200000, train: loss=24.9549, lr: 4.8632e-05, 26.1s 3.1h/4.6h
iter 134800/200000, train: loss=25.2714, lr: 4.8094e-05, 26.0s 3.1h/4.6h
iter 135200/200000, train: loss=25.3308, lr: 4.7559e-05, 25.9s 3.1h/4.6h
iter 135600/200000, train: loss=25.0044, lr: 4.7025e-05, 26.0s 3.1h/4.6h
iter 136000/200000, train: loss=25.3572, lr: 4.6494e-05, 26.0s 3.1h/4.6h
iter 136400/200000, train: loss=24.7901, lr: 4.5965e-05, 25.9s 3.1h/4.6h
iter 136800/200000, train: loss=24.8794, lr: 4.5438e-05, 26.0s 3.1h/4.6h
iter 137200/200000, train: loss=25.1162, lr: 4.4913e-05, 25.9s 3.2h/4.6h
iter 137600/200000, train: loss=24.7670, lr: 4.4390e-05, 26.0s 3.2h/4.6h
iter 138000/200000, train: loss=25.2531, lr: 4.3870e-05, 26.0s 3.2h/4.6h
iter 138400/200000, train: loss=25.7406, lr: 4.3351e-05, 26.0s 3.2h/4.6h
iter 138800/200000, train: loss=25.3222, lr: 4.2835e-05, 26.1s 3.2h/4.6h
iter 139200/200000, train: loss=24.8862, lr: 4.2322e-05, 26.1s 3.2h/4.6h
iter 139600/200000, train: loss=24.7986, lr: 4.1810e-05, 26.1s 3.2h/4.6h
iter 140000/200000, train: loss=24.8906, lr: 4.1301e-05, 26.2s 3.2h/4.6h
DIV2K_valid_sub (x4) | psnr(rgb): 31.89 dB | flops (per patch): 1.16G | easy ratio (per patch): 0.0 %
DIV2K_valid_sub (x4) | psnr(rgb): 31.86 dB | flops (per patch): 0.82G | easy ratio (per patch): 41.8 %
iter 140400/200000, train: loss=24.9411, lr: 4.0794e-05, 7.2m 3.3h/4.7h
iter 140800/200000, train: loss=24.6539, lr: 4.0289e-05, 25.8s 3.3h/4.7h
iter 141200/200000, train: loss=24.6729, lr: 3.9787e-05, 26.2s 3.3h/4.7h
iter 141600/200000, train: loss=24.9964, lr: 3.9287e-05, 26.4s 3.3h/4.7h
iter 142000/200000, train: loss=25.1568, lr: 3.8790e-05, 26.0s 3.4h/4.7h
iter 142400/200000, train: loss=25.3162, lr: 3.8295e-05, 26.1s 3.4h/4.7h
iter 142800/200000, train: loss=24.9416, lr: 3.7802e-05, 26.3s 3.4h/4.7h
iter 143200/200000, train: loss=24.9969, lr: 3.7312e-05, 26.3s 3.4h/4.7h
iter 143600/200000, train: loss=24.7457, lr: 3.6825e-05, 26.0s 3.4h/4.7h
iter 144000/200000, train: loss=25.0255, lr: 3.6339e-05, 26.0s 3.4h/4.7h
iter 144400/200000, train: loss=25.0164, lr: 3.5857e-05, 26.1s 3.4h/4.7h
iter 144800/200000, train: loss=24.9891, lr: 3.5377e-05, 26.5s 3.4h/4.7h
iter 145200/200000, train: loss=24.9231, lr: 3.4899e-05, 26.2s 3.4h/4.7h
iter 145600/200000, train: loss=25.1535, lr: 3.4424e-05, 26.1s 3.4h/4.7h
iter 146000/200000, train: loss=25.0978, lr: 3.3952e-05, 26.0s 3.4h/4.7h
iter 146400/200000, train: loss=25.0147, lr: 3.3482e-05, 26.1s 3.4h/4.7h
iter 146800/200000, train: loss=24.6595, lr: 3.3015e-05, 26.2s 3.4h/4.7h
iter 147200/200000, train: loss=25.2122, lr: 3.2550e-05, 26.3s 3.4h/4.7h
iter 147600/200000, train: loss=24.6562, lr: 3.2089e-05, 26.1s 3.5h/4.7h
iter 148000/200000, train: loss=25.3305, lr: 3.1630e-05, 26.0s 3.5h/4.7h
iter 148400/200000, train: loss=25.0005, lr: 3.1173e-05, 26.3s 3.5h/4.7h
iter 148800/200000, train: loss=25.1566, lr: 3.0719e-05, 26.2s 3.5h/4.7h
iter 149200/200000, train: loss=25.2966, lr: 3.0268e-05, 26.2s 3.5h/4.7h
iter 149600/200000, train: loss=24.7590, lr: 2.9820e-05, 26.0s 3.5h/4.7h
iter 150000/200000, train: loss=25.4765, lr: 2.9375e-05, 26.1s 3.5h/4.7h
iter 150400/200000, train: loss=25.1989, lr: 2.8932e-05, 26.5s 3.5h/4.7h
iter 150800/200000, train: loss=25.1474, lr: 2.8492e-05, 26.2s 3.5h/4.7h
iter 151200/200000, train: loss=24.6132, lr: 2.8055e-05, 26.0s 3.5h/4.7h
iter 151600/200000, train: loss=25.0495, lr: 2.7621e-05, 26.2s 3.5h/4.7h
iter 152000/200000, train: loss=25.0444, lr: 2.7190e-05, 26.1s 3.5h/4.6h
iter 152400/200000, train: loss=24.9548, lr: 2.6761e-05, 26.7s 3.5h/4.6h
iter 152800/200000, train: loss=25.3627, lr: 2.6336e-05, 26.2s 3.5h/4.6h
iter 153200/200000, train: loss=24.7795, lr: 2.5913e-05, 26.2s 3.6h/4.6h
iter 153600/200000, train: loss=24.7566, lr: 2.5493e-05, 26.4s 3.6h/4.6h
iter 154000/200000, train: loss=25.2596, lr: 2.5076e-05, 26.6s 3.6h/4.6h
iter 154400/200000, train: loss=24.7133, lr: 2.4663e-05, 26.1s 3.6h/4.6h
iter 154800/200000, train: loss=25.1648, lr: 2.4252e-05, 26.1s 3.6h/4.6h
iter 155200/200000, train: loss=24.5747, lr: 2.3844e-05, 26.3s 3.6h/4.6h
iter 155600/200000, train: loss=24.8994, lr: 2.3439e-05, 26.2s 3.6h/4.6h
iter 156000/200000, train: loss=25.2313, lr: 2.3037e-05, 26.2s 3.6h/4.6h
iter 156400/200000, train: loss=24.9804, lr: 2.2638e-05, 26.2s 3.6h/4.6h
iter 156800/200000, train: loss=25.1586, lr: 2.2243e-05, 26.1s 3.6h/4.6h
iter 157200/200000, train: loss=25.1414, lr: 2.1850e-05, 26.2s 3.6h/4.6h
iter 157600/200000, train: loss=25.3289, lr: 2.1460e-05, 26.2s 3.6h/4.6h
iter 158000/200000, train: loss=24.5482, lr: 2.1074e-05, 26.2s 3.6h/4.6h
iter 158400/200000, train: loss=24.9189, lr: 2.0691e-05, 26.2s 3.6h/4.6h
iter 158800/200000, train: loss=25.2450, lr: 2.0310e-05, 26.1s 3.7h/4.6h
iter 159200/200000, train: loss=24.9075, lr: 1.9933e-05, 26.1s 3.7h/4.6h
iter 159600/200000, train: loss=25.6041, lr: 1.9559e-05, 26.0s 3.7h/4.6h
iter 160000/200000, train: loss=24.7632, lr: 1.9189e-05, 26.0s 3.7h/4.6h
DIV2K_valid_sub (x4) | psnr(rgb): 31.89 dB | flops (per patch): 1.16G | easy ratio (per patch): 0.0 %
DIV2K_valid_sub (x4) | psnr(rgb): 31.86 dB | flops (per patch): 0.82G | easy ratio (per patch): 41.9 %
iter 160400/200000, train: loss=24.7285, lr: 1.8821e-05, 7.2m 3.8h/4.7h
iter 160800/200000, train: loss=24.8795, lr: 1.8457e-05, 25.7s 3.8h/4.7h
iter 161200/200000, train: loss=24.9934, lr: 1.8096e-05, 26.1s 3.8h/4.7h
iter 161600/200000, train: loss=24.8347, lr: 1.7738e-05, 26.3s 3.8h/4.7h
iter 162000/200000, train: loss=24.7669, lr: 1.7383e-05, 26.0s 3.8h/4.7h
iter 162400/200000, train: loss=24.8622, lr: 1.7032e-05, 26.1s 3.8h/4.7h
iter 162800/200000, train: loss=24.6571, lr: 1.6684e-05, 26.3s 3.8h/4.7h
iter 163200/200000, train: loss=24.6544, lr: 1.6339e-05, 26.2s 3.8h/4.7h
iter 163600/200000, train: loss=24.8881, lr: 1.5998e-05, 25.9s 3.9h/4.7h
iter 164000/200000, train: loss=25.3802, lr: 1.5659e-05, 26.4s 3.9h/4.7h
iter 164400/200000, train: loss=25.3188, lr: 1.5325e-05, 26.0s 3.9h/4.7h
iter 164800/200000, train: loss=24.8969, lr: 1.4993e-05, 26.5s 3.9h/4.7h
iter 165200/200000, train: loss=24.8686, lr: 1.4665e-05, 26.2s 3.9h/4.7h
iter 165600/200000, train: loss=25.2624, lr: 1.4340e-05, 26.0s 3.9h/4.7h
iter 166000/200000, train: loss=25.2940, lr: 1.4019e-05, 26.1s 3.9h/4.7h
iter 166400/200000, train: loss=24.5874, lr: 1.3701e-05, 26.2s 3.9h/4.7h
iter 166800/200000, train: loss=25.3545, lr: 1.3386e-05, 26.4s 3.9h/4.7h
iter 167200/200000, train: loss=24.7464, lr: 1.3075e-05, 26.8s 3.9h/4.7h
iter 167600/200000, train: loss=25.6384, lr: 1.2767e-05, 26.8s 3.9h/4.7h
iter 168000/200000, train: loss=24.8251, lr: 1.2463e-05, 26.7s 3.9h/4.7h
iter 168400/200000, train: loss=24.9892, lr: 1.2162e-05, 26.4s 3.9h/4.7h
iter 168800/200000, train: loss=24.9111, lr: 1.1865e-05, 26.7s 4.0h/4.7h
iter 169200/200000, train: loss=25.1358, lr: 1.1571e-05, 26.8s 4.0h/4.7h
iter 169600/200000, train: loss=24.6587, lr: 1.1281e-05, 26.3s 4.0h/4.7h
iter 170000/200000, train: loss=24.8034, lr: 1.0994e-05, 26.1s 4.0h/4.7h
iter 170400/200000, train: loss=24.3306, lr: 1.0711e-05, 25.9s 4.0h/4.7h
iter 170800/200000, train: loss=25.2918, lr: 1.0431e-05, 26.0s 4.0h/4.7h
iter 171200/200000, train: loss=25.5568, lr: 1.0154e-05, 26.3s 4.0h/4.7h
iter 171600/200000, train: loss=24.8769, lr: 9.8817e-06, 26.1s 4.0h/4.7h
iter 172000/200000, train: loss=25.1251, lr: 9.6125e-06, 26.1s 4.0h/4.7h
iter 172400/200000, train: loss=24.8437, lr: 9.3469e-06, 26.4s 4.0h/4.7h
iter 172800/200000, train: loss=25.3989, lr: 9.0849e-06, 26.5s 4.0h/4.7h
iter 173200/200000, train: loss=25.1625, lr: 8.8265e-06, 26.1s 4.0h/4.7h
iter 173600/200000, train: loss=25.0726, lr: 8.5716e-06, 26.1s 4.0h/4.7h
iter 174000/200000, train: loss=24.8594, lr: 8.3204e-06, 26.1s 4.0h/4.6h
iter 174400/200000, train: loss=25.0555, lr: 8.0728e-06, 26.6s 4.1h/4.6h
iter 174800/200000, train: loss=24.9927, lr: 7.8289e-06, 26.1s 4.1h/4.6h
iter 175200/200000, train: loss=24.6006, lr: 7.5885e-06, 26.5s 4.1h/4.6h
iter 175600/200000, train: loss=25.0124, lr: 7.3519e-06, 26.8s 4.1h/4.6h
iter 176000/200000, train: loss=24.8317, lr: 7.1188e-06, 26.3s 4.1h/4.6h
iter 176400/200000, train: loss=25.4354, lr: 6.8895e-06, 26.3s 4.1h/4.6h
iter 176800/200000, train: loss=25.0046, lr: 6.6638e-06, 26.6s 4.1h/4.6h
iter 177200/200000, train: loss=25.4504, lr: 6.4418e-06, 26.2s 4.1h/4.6h
iter 177600/200000, train: loss=25.3011, lr: 6.2236e-06, 26.0s 4.1h/4.6h
iter 178000/200000, train: loss=24.7298, lr: 6.0090e-06, 26.4s 4.1h/4.6h
iter 178400/200000, train: loss=25.3889, lr: 5.7981e-06, 26.4s 4.1h/4.6h
iter 178800/200000, train: loss=25.3011, lr: 5.5909e-06, 26.1s 4.1h/4.6h
iter 179200/200000, train: loss=24.5999, lr: 5.3875e-06, 26.3s 4.1h/4.6h
iter 179600/200000, train: loss=25.2742, lr: 5.1878e-06, 26.2s 4.1h/4.6h
iter 180000/200000, train: loss=24.9914, lr: 4.9919e-06, 26.4s 4.2h/4.6h
DIV2K_valid_sub (x4) | psnr(rgb): 31.89 dB | flops (per patch): 1.16G | easy ratio (per patch): 0.0 %
DIV2K_valid_sub (x4) | psnr(rgb): 31.86 dB | flops (per patch): 0.82G | easy ratio (per patch): 41.8 %
iter 180400/200000, train: loss=24.9033, lr: 4.7997e-06, 7.2m 4.3h/4.7h
iter 180800/200000, train: loss=25.1447, lr: 4.6113e-06, 25.8s 4.3h/4.7h
iter 181200/200000, train: loss=25.5493, lr: 4.4266e-06, 26.1s 4.3h/4.7h
iter 181600/200000, train: loss=24.7024, lr: 4.2457e-06, 26.3s 4.3h/4.7h
iter 182000/200000, train: loss=25.5814, lr: 4.0686e-06, 26.2s 4.3h/4.7h
iter 182400/200000, train: loss=25.2229, lr: 3.8953e-06, 25.9s 4.3h/4.7h
iter 182800/200000, train: loss=25.0913, lr: 3.7258e-06, 26.2s 4.3h/4.7h
iter 183200/200000, train: loss=25.2041, lr: 3.5601e-06, 26.1s 4.3h/4.7h
iter 183600/200000, train: loss=25.2502, lr: 3.3982e-06, 26.1s 4.3h/4.7h
iter 184000/200000, train: loss=25.1924, lr: 3.2401e-06, 26.3s 4.3h/4.7h
iter 184400/200000, train: loss=25.0188, lr: 3.0858e-06, 26.5s 4.3h/4.7h
iter 184800/200000, train: loss=24.8426, lr: 2.9354e-06, 26.6s 4.4h/4.7h
iter 185200/200000, train: loss=24.7773, lr: 2.7888e-06, 26.6s 4.4h/4.7h
iter 185600/200000, train: loss=25.0042, lr: 2.6460e-06, 26.6s 4.4h/4.7h
iter 186000/200000, train: loss=25.1756, lr: 2.5071e-06, 26.9s 4.4h/4.7h
iter 186400/200000, train: loss=25.0696, lr: 2.3721e-06, 26.2s 4.4h/4.7h
iter 186800/200000, train: loss=25.4597, lr: 2.2408e-06, 26.3s 4.4h/4.7h
iter 187200/200000, train: loss=24.8661, lr: 2.1135e-06, 25.9s 4.4h/4.7h
iter 187600/200000, train: loss=25.2910, lr: 1.9900e-06, 26.1s 4.4h/4.7h
iter 188000/200000, train: loss=24.9485, lr: 1.8704e-06, 26.1s 4.4h/4.7h
iter 188400/200000, train: loss=24.7696, lr: 1.7547e-06, 26.3s 4.4h/4.7h
iter 188800/200000, train: loss=24.8413, lr: 1.6428e-06, 26.4s 4.4h/4.7h
iter 189200/200000, train: loss=25.0963, lr: 1.5348e-06, 26.3s 4.4h/4.7h
iter 189600/200000, train: loss=24.8690, lr: 1.4307e-06, 26.4s 4.4h/4.7h
iter 190000/200000, train: loss=25.0512, lr: 1.3306e-06, 25.9s 4.4h/4.7h
iter 190400/200000, train: loss=24.8072, lr: 1.2343e-06, 26.1s 4.5h/4.7h
iter 190800/200000, train: loss=25.1803, lr: 1.1419e-06, 26.1s 4.5h/4.7h
iter 191200/200000, train: loss=25.0990, lr: 1.0534e-06, 26.3s 4.5h/4.7h
iter 191600/200000, train: loss=25.1381, lr: 9.6880e-07, 26.1s 4.5h/4.7h
iter 192000/200000, train: loss=25.5402, lr: 8.8814e-07, 26.2s 4.5h/4.7h
iter 192400/200000, train: loss=25.5233, lr: 8.1138e-07, 26.6s 4.5h/4.7h
iter 192800/200000, train: loss=25.0623, lr: 7.3855e-07, 26.9s 4.5h/4.7h
iter 193200/200000, train: loss=25.6208, lr: 6.6964e-07, 26.7s 4.5h/4.7h
iter 193600/200000, train: loss=25.1131, lr: 6.0465e-07, 26.2s 4.5h/4.7h
iter 194000/200000, train: loss=24.8847, lr: 5.4358e-07, 26.7s 4.5h/4.7h
iter 194400/200000, train: loss=24.9979, lr: 4.8645e-07, 26.8s 4.5h/4.7h
iter 194800/200000, train: loss=24.8037, lr: 4.3324e-07, 26.7s 4.5h/4.7h
iter 195200/200000, train: loss=24.9646, lr: 3.8397e-07, 26.8s 4.5h/4.7h
iter 195600/200000, train: loss=25.0619, lr: 3.3863e-07, 26.9s 4.6h/4.7h
iter 196000/200000, train: loss=25.1029, lr: 2.9723e-07, 26.3s 4.6h/4.7h
iter 196400/200000, train: loss=24.7305, lr: 2.5977e-07, 26.3s 4.6h/4.7h
iter 196800/200000, train: loss=25.3432, lr: 2.2624e-07, 26.9s 4.6h/4.6h
iter 197200/200000, train: loss=25.1396, lr: 1.9666e-07, 26.9s 4.6h/4.6h
iter 197600/200000, train: loss=24.5723, lr: 1.7102e-07, 26.9s 4.6h/4.6h
iter 198000/200000, train: loss=24.6776, lr: 1.4932e-07, 26.9s 4.6h/4.6h
iter 198400/200000, train: loss=25.4760, lr: 1.3157e-07, 26.3s 4.6h/4.6h
iter 198800/200000, train: loss=25.3827, lr: 1.1776e-07, 26.7s 4.6h/4.6h
iter 199200/200000, train: loss=25.0477, lr: 1.0789e-07, 26.8s 4.6h/4.6h
iter 199600/200000, train: loss=25.3873, lr: 1.0197e-07, 27.7s 4.6h/4.6h
iter 200000/200000, train: loss=24.7111, lr: 1.0000e-07, 26.8s 4.6h/4.6h
DIV2K_valid_sub (x4) | psnr(rgb): 31.89 dB | flops (per patch): 1.16G | easy ratio (per patch): 0.0 %
DIV2K_valid_sub (x4) | psnr(rgb): 31.86 dB | flops (per patch): 0.82G | easy ratio (per patch): 41.7 %
--- End training ---
